species,abundance,extent,niche_breadth,range_size,habitat,abun_meas,rabin_class,mean_topo,mean_d_coast,mean_elev,num_patches,patch_isolation,occupied_area,rcp,change_driver,year,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure,log10_patch_isolation,log10_num_patches,ext_res,abun_res,niche_res,nump_res,iso_res,topo_res,elev_res,dc_res,OTU,Genus,Species
Calocedrus decurrens,877.5580717,283224.862,6.793547623,w,b,l,w-b-l,0.572529915,150.0826114,1425.120041,432,1133.682712,64593.5553,rcp45,lulc,2085,590273.782668524,584724.216314137,43030.9587565354,42626.3953693006,-0.0094016819268143,0.0094016819268143,3.05449152394968,2.63548374681491,-1.47683951876404,-1.42491434698656,-0.506920596149067,-1.18821420238436,-0.940002562572231,-0.816769874113213,-0.552173682976688,-0.537801156614316,Calocedrus,Calocedrus,decurrens
Salix lasiolepis,419.0936431,287459.76,6.254997874,w,b,l,w-b-l,0.26267614,72.48860308,321.3501427,8684,873.9870826,42346.152,rcp45,lulc,2085,178025.112096731,158780.651199678,12978.0306718517,11575.1094724565,-0.108099698241426,0.108099698241426,2.94150501387354,3.93871981478238,0.967446601221934,0.285636184721523,1.01374052045187,0.805894794136389,-0.0169483112629949,-0.101796785089727,0.052769946180388,0.328508779891607,Salix_Vetrix,Salix,lasiolepis
Quercus chrysolepis,761.497744,291381.5171,6.585834484,w,b,l,w-b-l,0.692209933,109.3005993,1148.793329,225,1803.752141,79404.138,rcp45,lulc,2085,689349.307380688,674721.488949644,50253.5645080521,49187.1965444291,-0.0212197477743529,0.0212197477743529,3.25617685959646,2.35218251811136,-1.67076604013205,-1.36459196630176,-0.482081086227372,-0.910852678629593,-0.659973605071655,-0.782248956489366,-0.562467994809926,-0.670603494947275,Quercus_intermediate,Quercus,chrysolepis
Chorizanthe orcuttiana,29.52744955,217.6024895,2.644866905,n,r,s,n-r-s,0.220633966,2.54718453,78.3880032,85,1179.913309,65.9016,rcp85,lulc,2085,1264.36907787651,962.395382618655,92.1725057771974,70.1586233929,-0.238833502449311,0.238833502449311,3.07185009984342,1.92941892571429,-0.257336019927331,-0.791059988120803,-0.691807738866504,0.0156494859959689,-1.348769132983,-0.917376126088332,-1.29176553381522,-1.18724604028113,Eriogonoideae_Eriogonum+,Chorizanthe,orcuttiana
Calochortus tiburonensis,22.85897402,282.6376439,5.455491881,n,b,s,n-b-s,0.421755052,2.636530386,157.3338602,76,897.5365776,832.0077,rcp85,lulc,2085,7899.95150317041,6606.91464631087,575.906464581123,481.644077716062,-0.163676556285266,0.163676556285266,2.95305215655525,1.88081359228079,0.642603286303879,0.550422361420755,0.468250222661912,0.753738863733729,0.870933042783077,0.727324309489366,0.575470745869855,0.696120862385163,Calochortus_Bay_Area+Pacific_NW,Calochortus,tiburonensis
Calochortus obispoensis,21.58444034,464.8235679,3.36630083,n,r,s,n-r-s,0.415286496,11.5327862,278.6667622,9,547.0820393,985.4622,rcp85,lulc,2085,8723.78937824951,8053.72162438931,635.964245674389,587.11630641798,-0.0768092539614542,0.0768092539614542,2.73805245712633,0.954242509439325,-0.819255013113045,-1.37551546000933,-1.89830269383972,0.230339965212878,-2.17689558977702,-1.89971253855637,-2.58408775542736,-2.34488372567642,Calochortus_San_Diego,Calochortus,obispoensis
Deinandra conjugens,37.55760227,484.0647784,2.502119093,n,r,s,n-r-s,0.249827443,13.00032757,163.9322488,224,777.194868,570.078,rcp85,lulc,2085,4656.15338219925,3257.07196555138,339.433581562325,237.440546288696,-0.300480096295075,0.300480096295075,2.89052992418889,2.35024801833416,0.0139141993728741,-0.457355521010035,-0.0246756972297833,-0.0212642006983577,-0.656685913489126,-0.493023894490077,-0.662765211607633,-0.667402267644573,Deinandra,Deinandra,conjugens
Arctostaphylos rudis,53.30377997,553.6718223,1.12757608,n,r,s,n-r-s,0.143534825,12.85293535,126.1634426,29,843.576827,578.1699,rcp85,lulc,2085,4806.57321316508,4059.23982932322,350.399187239734,295.918583557663,-0.155481535534491,0.155481535534491,2.92612464119043,1.46239799789896,0.473913272580687,0.312196909186161,1.34044789156226,0.717064340099252,0.543693901469113,0.336635122611895,0.22773884054032,0.358948950553073,Arctostaphylos,Arctostaphylos,rudis
Ceanothus verrucosus,54.47641232,1162.55165,3.466187561,n,r,s,n-r-s,0.309525438,9.019009412,134.9505571,26,601.2185178,1386.1206,rcp85,lulc,2085,5325.46761297198,3914.33064120264,388.226588985658,285.354703743673,-0.264978979185234,0.264978979185234,2.7790323485857,1.41497334797082,0.087333766706162,-0.345109162063463,-0.238553550658691,0.756822165539878,-0.28255039618853,-0.423792238515779,-0.509475894484852,-0.479046475761752,Ceanothus_Cerastes,Ceanothus,verrucosus
Lupinus tidestromii,112.7645786,2894.221927,6.530743224,n,b,s,n-b-s,0.189230248,2.932030266,55.8679959,469,688.6091485,5455.5444,rcp85,lulc,2085,32939.6180156618,26580.2203226198,2401.29815334174,1937.69806151898,-0.193062278075547,0.193062278075547,2.8379727882157,2.67117284271508,0.826576233551909,0.786728167370862,0.450603198328072,1.21065232207332,1.48483201614543,0.951720077813644,0.971416223838657,1.0435519385665,Lupinus_petioled,Lupinus,tidestromii
Poa stebbinsii,103.8312915,4705.313037,5.320721455,n,b,s,n-b-s,0.450381419,243.5365193,3121.361288,5,773.5259873,3530.1825,rcp85,lulc,2085,13767.7914507091,13767.7912975289,1003.67199675669,1003.67198558986,-1.11259828659422e-08,1.11259828659422e-08,2.8884749087935,0.698970004336019,-1.42272004809513,-1.82479195558669,-1.91653389652609,-0.786487681774324,-2.19960776370955,-1.63155864609409,0.0206739776551435,-0.356996092942048,Dissanthelium+Poa,Poa,stebbinsii
Acanthomintha ilicifolia,66.63600769,5622.993351,3.027907378,n,r,s,n-r-s,0.333392874,23.51181094,336.226532,370,1038.125415,2023.1208,rcp85,lulc,2085,14480.9491451058,10335.0517218194,1055.66119267822,753.425270520638,-0.286300116224605,0.286300116224605,3.01624982340864,2.568201724067,0.374117310366913,0.074413612515704,0.593623343224547,0.433100921430129,0.0581572993079959,0.126066476504554,0.152476867965334,0.0908829763722766,Acanthomintha,Acanthomintha,ilicifolia
Abies bracteata,175.6569198,5902.718186,3.510583947,n,r,s,n-r-s,0.779357229,8.527995095,889.8526938,7,924.5788489,1572.2343,rcp85,lulc,2085,17058.4201275408,17026.0601958483,1243.55882729773,1241.19978827734,-0.0018970063728373,0.0018970063728373,2.96594395409116,0.845098040014257,-1.04054548170585,-1.22682459185673,-1.18551825978634,-0.555747854973137,-1.51849304785448,-0.942990478935654,-2.84592538949596,-2.22558276604378,Abies_1,Abies,bracteata
Artemisia rothrockii,90.57976901,6505.640275,5.9140226,n,b,s,n-b-s,0.370171875,243.7378828,2894.217746,16,5954.776324,164.0979,rcp85,lulc,2085,949.793510645628,949.793513193726,69.2399469260663,69.2399471118227,2.68279213912071e-09,0,3.77486545295953,1.20411998265592,-1.89511417675915,-2.10752315929639,-2.06148547773282,-2.14471239147952,-1.76676596616033,-2.04682223210762,-1.05949434482413,-1.3289312616284,Artemisia_Tridentatae,Artemisia,rothrockii
Picea breweriana,85.59552631,7928.676401,4.762263261,n,b,s,n-b-s,0.78320787,61.25425254,1559.860214,26,2797.975596,1765.2735,rcp85,lulc,2085,6610.57985406369,6610.29514737427,481.911271361243,481.890516243585,-4.30683382853844e-05,4.30683382853844e-05,3.44684392224703,1.41497334797082,-1.31527147984786,-1.56188604830404,-1.66847499628456,-1.49357931727444,-1.71922185839862,-1.47149730217466,-2.72969689029892,-2.81865396646056,Picea_1,Picea,breweriana
Hesperocyparis stephensonii,26.60721162,8241.368121,6.011690075,n,b,s,n-b-s,0.572964754,50.22598451,1099.855195,702,894.7990824,5554.98,rcp85,lulc,2085,35648.9479131913,32388.0737485302,2598.80830287165,2361.09057626785,-0.0914718205036992,0.0914718205036992,2.95172553006382,2.84633711212981,-0.0510704258510461,-0.253226771140472,-0.775830881990046,-0.370945740194329,-0.420931038879861,-0.617449476988408,-0.157459942148668,-0.500978542726433,Hesperocyparis_2,Hesperocyparis,stephensonii
Minuartia obtusiloba,19.18966608,8416.598066,6.227666337,n,b,s,n-b-s,0.639750047,251.9235678,3221.565323,2,9011.692405,6782.8347,rcp85,lulc,2085,54671.3531498164,54671.1643556654,3985.54164462162,3985.52788152801,-3.45325549984414e-06,3.45325549984414e-06,3.95480635958409,0.301029995663981,-1.37010473826703,-1.5886113450099,-1.71827860312959,-0.0619387042592849,-1.45215402777376,-1.69661227178252,0.388863500973509,0.237043407254889,Minuartia+Sagina,Minuartia,obtusiloba
Phacelia insularis,274.8500505,8617.541566,6.732365124,n,b,l,n-b-l,0.207518695,1.184818927,45.97204869,9,56168.96454,126.1899,rcp85,lulc,2085,1319.33675830346,1136.16888087444,96.179649680322,82.8267114157464,-0.138833301108472,0.138833301108472,4.74949641784607,0.954242509439325,1.55387128681763,2.23481843733023,2.25013987395982,1.13396707307612,0.998118588154523,2.15669597270543,2.31799725346084,2.45020272423372,Phacelia_Phacelia,Phacelia,insularis
Quercus sadleriana,222.0156009,10247.7637,4.286677537,n,b,l,n-b-l,0.700052994,43.63097928,1338.958809,30,2442.676166,2014.8102,rcp85,lulc,2085,10601.69649674,10597.2075113282,772.863674612345,772.536427575823,-0.000423421422524514,0.000423421422524514,3.387865894873,1.47712125471966,-1.09180839090995,-1.22840477843477,-1.14065636949317,-1.31111851882822,-1.3761884255222,-0.923026894942907,-2.52859421181847,-2.12449572765043,Quercus_white,Quercus,sadleriana
Pinus torreyana,168.7447994,10342.83107,3.169518052,n,r,s,n-r-s,0.257028075,1.72061534,68.45079302,151,1311.482722,163.7334,rcp85,lulc,2085,1692.70396229744,1233.15429823868,123.398118851483,89.8969483415994,-0.271488502593824,0.271488502593824,3.11776257339417,2.17897694729317,-0.235994812677524,-0.886897160359835,-0.659894595442476,-0.0907466653253112,-1.19866401580026,-0.795128324259698,-1.04910824192529,-0.972020255368425,Pinus_Ponderosae,Pinus,torreyana
Pinus quadrifolia,66.75107483,10581.66398,3.269799488,n,r,s,n-r-s,0.346960737,80.84636657,1429.045565,5,41364.46306,1507.2804,rcp85,lulc,2085,9489.52071162201,8528.30959770471,691.786059877245,621.713769672674,-0.101291850571556,0.101291850571556,4.6166273912503,0.698970004336019,0.509814105316401,0.490384059292147,0.994304207738863,0.845662771186306,0.327755527735207,0.633072317567176,1.00111190050864,0.551238229886409,Pinus_Cembroides,Pinus,quadrifolia
Sequoiadendron giganteum,1314.602913,11397.83111,3.580036075,n,r,l,n-r-l,0.674996499,219.3781542,1935.206876,9,11432.09932,4403.8161,rcp85,lulc,2085,37387.6012763184,37157.2640632301,2725.55613304361,2708.76455020947,-0.0061607914181481,0.0061607914181481,4.05812598887079,0.954242509439325,-0.774228409316951,0.0618823625952354,-0.662270278409445,-0.481800580136445,-0.615838296188472,-0.553270235139097,-0.65309083367151,-0.375797811522274,Sequoiadendron,Sequoiadendron,giganteum
Xylococcus bicolor,160.4155681,14176.86379,3.141144842,n,r,s,n-r-s,0.39939973,22.60998799,300.9092639,539,794.6193444,6612.6861,rcp85,lulc,2085,46564.2187888731,33975.0295734008,3394.53154970885,2476.77965590092,-0.27036186889665,0.27036186889665,2.90015913341493,2.73158876518674,0.604913053313061,0.41465352271299,1.08375051204625,0.860692592567308,0.837788046047544,0.580720358757583,0.632326027545487,0.589461583461772,Xylococcus,Xylococcus,bicolor
Ribes lasianthum,172.7686688,14764.7247,3.439871826,n,r,s,n-r-s,0.777051071,237.1172882,2645.994442,10,35200.04322,1365.417,rcp85,lulc,2085,758.770488291979,757.271410225891,55.3143685964853,55.2050858054674,-0.00197566733184726,0.00197566733184726,4.54654319672234,1,-0.838094788967439,-0.772674104189876,-0.557803323430032,-0.628947415752798,-0.421869475038683,-0.0700948554598133,0.0256981277628292,-0.118069074988142,Ribes_Grossularia,Ribes,lasianthum
Pseudotsuga macrocarpa,577.7737892,29817.65347,1.808926555,w,r,l,w-r-l,0.789623104,41.58516933,1394.724614,51,1402.433995,8828.6274,rcp85,lulc,2085,89022.5768402393,86605.8407577939,6489.74585165345,6313.56579124318,-0.027147451446867,0.027147451446867,3.14688243051156,1.70757017609794,-0.233351874005317,-0.0691881924122811,0.21487784577431,-0.413334844244041,-0.209546273977869,0.00650172265745621,-0.165728592375111,-0.443780244773011,Pseudotsuga,Pseudotsuga,macrocarpa
Adenostoma sparsifolium,506.9897147,31451.73186,3.400002076,w,r,l,w-r-l,0.439662129,56.2658211,1092.430274,32,642.3338981,4747.1751,rcp85,lulc,2085,44719.1502020649,40193.5681613523,3260.02604973053,2930.11111896258,-0.101200090347505,0.101200090347505,2.80776084178572,1.50514997831991,0.544196844176434,0.8080423506575,1.07408842581266,0.561240426761285,1.13416840153018,0.795821268317768,0.802005696187883,0.642285759866716,Adenostoma,Adenostoma,sparsifolium
Keckiella antirrhinoides,264.4964156,34934.51912,3.068821822,w,r,l,w-r-l,0.455969465,47.54468168,585.3365011,290,787.3947494,9469.5642,rcp85,lulc,2085,59415.8276740495,46609.1388515958,4331.41383743821,3397.80622228133,-0.215543388416807,0.215543388416807,2.89619251444937,2.46239799789896,0.438855924142274,0.273866025497611,0.898327584445219,0.667143921221861,0.646344883734173,0.377442018535226,0.469484248140512,0.368568544472464,Keckiella_3,Keckiella,antirrhinoides
Rhus integrifolia,409.4985358,34958.01751,4.21751141,w,b,l,w-b-l,0.383400554,11.29317944,181.3713135,400,1487.445969,1198.1844,rcp85,lulc,2085,22205.7585929894,16566.4241812017,1618.79980142893,1207.69232280961,-0.253958196842151,0.253958196842151,3.17244119907868,2.60205999132796,-0.548340646264087,-1.4089919059752,-1.25865357366861,-0.729904426227216,-1.37998458263343,-1.22419669045221,-1.22631421404402,-1.18963948467044,Rhus_2,Rhus,integrifolia
Chamaebatia foliolosa,435.4031706,37821.62325,5.137436711,w,b,l,w-b-l,0.617306596,201.0102052,1437.799772,22,2386.635401,16695.8496,rcp85,lulc,2085,87548.2298718843,83386.5852274919,6382.26595766037,6078.88206308416,-0.0475354516074448,0.0475354516074448,3.37778607823256,1.34242268082221,-0.165635553728683,-0.242283443279832,-0.258084599778413,-0.0258160522781656,-0.312770255083654,-0.231239194927763,0.156089761711058,0.0447376690568285,Chamaebatia,Chamaebatia,foliolosa
Opuntia littoralis,266.2470537,39764.51901,4.051461445,w,b,l,w-b-l,0.333168016,17.82975939,203.5673595,1185,1038.450338,3895.6302,rcp85,lulc,2085,36795.5969984018,25726.7174774414,2682.39902118349,1875.47770410548,-0.300820761827596,0.300820761827596,3.01638573202348,3.07371835034612,-0.147634364572868,-0.620511483541988,-0.482439717201347,-0.604280051517065,-0.614315248032828,-0.468419825253265,-0.472454995700691,-0.502168264005731,Opuntia,Opuntia,littoralis
Eriodictyon trichocalyx,146.4402892,51919.14546,4.650911699,w,b,s,w-b-s,0.529649355,72.61071525,1143.472159,99,2794.265879,14789.2959,rcp85,lulc,2085,61648.8773150554,56214.0033472629,4494.20315626753,4098.00084401547,-0.088158522985222,0.088158522985222,3.44626772757946,1.99563519459755,-0.0849780187840659,-0.158387588117841,-0.213969887722042,0.0906020859345394,-0.355913415406062,-0.264772117995099,0.0703828378580307,-0.247252742751513,Nama_1,Eriodictyon,trichocalyx
Ceanothus tomentosus,355.2796202,52500.30691,4.598708935,w,b,l,w-b-l,0.485191188,47.68265139,455.9214206,315,799.938245,5142.2202,rcp85,lulc,2085,21655.1651586621,15730.0850561039,1578.66154006647,1146.72320058998,-0.273610478569272,0.273610478569272,2.90305646087826,2.4983105537896,0.486505697454794,0.340871517683282,0.455637603305283,0.789153882121337,0.752801915229718,0.422061681385111,0.582346281546321,0.460500713058451,Ceanothus_Ceanothus,Ceanothus,tomentosus
Pinus balfouriana,1056.057854,60678.89822,2.583022831,w,r,l,w-r-l,0.693693829,240.7733927,3082.505715,16,7310.158691,3955.1166,rcp85,lulc,2085,27259.5326217935,27259.5271272883,1987.21992812874,1987.21952757932,-2.01562706273794e-07,2.01562706273794e-07,3.86392680484809,1.20411998265592,-2.10116894167349,-2.23670211329353,-2.04620312282755,-1.43757232288412,-1.59371674556005,-1.78630014012965,-0.0384537385953397,-0.537528383059176,Pinus_Balfournianae,Pinus,balfouriana
Encelia californica,502.5073009,64991.31228,3.917738562,w,r,l,w-r-l,0.409034103,11.91615057,231.7555815,1683,909.9282843,3218.7537,rcp85,lulc,2085,21916.2496911527,16091.4403087575,1597.69460248504,1173.06599850842,-0.26577582681706,0.26577582681706,2.9590071648924,3.22608411597582,-0.792601029729007,-1.54941349986135,-1.15166431371094,-1.9062615255586,-1.29052748932997,-1.2892633656562,-1.1971363374397,-1.18915063534312,Encelia_2,Encelia,californica
Sequoia sempervirens,423.8080054,74176.83613,4.20891078,w,b,l,w-b-l,0.487754983,11.77449848,274.4302924,426,904.4123672,18977.2551,rcp85,lulc,2085,233756.377465731,207606.671373034,17040.8399172518,15134.5263430942,-0.111867348288839,0.111867348288839,2.95636649238406,2.62940959910272,1.0421118360636,1.37643933046725,1.57231244887794,1.35032903013469,1.60255340826034,1.52277817984863,1.05005359763744,1.26364011469206,Sequoia,Sequoia,sempervirens
Salvia leucophylla,773.3024533,74798.35587,3.508408672,w,r,l,w-r-l,0.426995929,17.36104814,340.7246621,1185,734.1830441,4026.996,rcp85,lulc,2085,18840.4591281723,16365.0012764725,1373.46947044376,1193.00859305485,-0.131390526889985,0.131390526889985,2.86580435028668,3.07371835034612,-0.328041519412075,-0.705214645586478,-0.257864011451427,-0.547859592834185,-0.391947191072994,-0.52706189618869,-0.608057079744414,-0.508004540320615,Salvia,Salvia,leucophylla
Hazardia squarrosa,516.1920905,78261.07481,3.101645713,w,r,l,w-r-l,0.479744813,16.15679192,377.0447116,885,875.1142875,11340.9801,rcp85,lulc,2085,76738.5358762193,67229.1518241924,5594.23926537639,4901.00516798362,-0.123919279191953,0.123919279191953,2.94206477438163,2.94694327069783,-0.268369990366639,-0.534066725070111,-0.0469187029284438,-0.32465047027031,-0.342308678841945,-0.476732410238365,-0.516434158887788,-0.416194936632459,Hazardia,Hazardia,squarrosa
Malosma laurina,1107.83056,81277.52884,3.383838142,w,r,l,w-r-l,0.459268453,15.85368021,333.1256831,1372,796.5012195,5503.3668,rcp85,lulc,2085,55607.0480145679,42207.9432913583,4053.753800262,3076.95906594002,-0.240960547297877,0.240960547297877,2.90118644507339,3.13735411137073,-0.345714110672544,-0.200548358217251,-0.175298467800801,-0.619910372950894,-0.415590015517541,-0.648822777747034,-0.442889081133841,-0.462008993088193,Malosma,Malosma,laurina
Erigeron petrophilus,86.24259886,93556.20608,7.507486268,w,b,s,w-b-s,0.684247111,92.74726922,1157.495109,6490,845.8193589,5893.3089,rcp85,lulc,2085,3975.65705681344,3805.67002390071,289.825399441699,277.433344742361,-0.0427569658256636,0.0427569658256636,2.92727762094712,3.81224469680037,0.122503676616242,0.165318427054439,-0.0360442921667697,0.835510585685227,0.362602020874953,0.441570452654635,0.109602773229175,0.148705743515181,Erigeron,Erigeron,petrophilus
Ericameria ericoides,165.2796681,101614.8589,3.383438226,w,r,s,w-r-s,0.217879003,12.48096889,141.8454739,727,1214.840499,10916.4105,rcp85,lulc,2085,43424.5350820731,39328.8442727657,3165.64860748313,2867.07274748462,-0.0943174360201333,0.0943174360201333,3.08451926151347,2.86153441085904,-0.342310956253023,-0.304080745413694,-0.121778524307198,-0.288392793694043,-0.407693603720261,-0.347987901240226,-0.732070403322478,-0.437794586819623,Ericameria,Ericameria,ericoides
Scutellaria californica,53.08143139,105211.6736,5.333256205,w,b,s,w-b-s,0.543290254,124.7258752,675.9736774,10162,699.8582649,30520.8243,rcp85,lulc,2085,18138.1163098388,15936.8431762346,1322.26867898725,1161.7958675475,-0.121361727756156,0.121361727756156,2.84501009572222,4.00697919057428,0.426497345662598,0.403958636678536,0.35463735460842,1.16575538603118,0.810163065772351,0.521521435065889,0.43108642078226,0.431788898176053,Scutellaria,Scutellaria,californica
Trichostema lanatum,212.7654797,105632.1367,4.247398741,w,b,l,w-b-l,0.496420154,23.46411591,572.1982988,635,1347.559337,11071.1772,rcp85,lulc,2085,39548.5010888832,38665.3549714585,2883.08572937959,2818.70437741932,-0.0223307102193304,0.0223307102193304,3.12954789754286,2.80277372529198,-0.857077665553566,-0.722909357989987,-0.735168968465209,-1.04888582827941,-0.856270496555188,-0.836392544726262,-1.66421676741832,-1.16289419961685,Trichostema,Trichostema,lanatum
Torreya californica,156.0730476,113348.9963,3.197970128,w,r,s,w-r-s,0.681091434,107.704975,764.7830679,100,3712.376849,21779.0208,rcp85,lulc,2085,64477.1990952697,57515.0102020558,4700.38781404516,4192.84424372987,-0.10797908393829,0.10797908393829,3.56965205567561,2,1.37189131848852,1.20797687689218,1.98003189451533,0.958570323486908,0.937636978839238,1.9506283725733,1.30422610727283,1.39632912224425,Torreya,Torreya,californica
Galium angustifolium,425.8747027,121748.5552,4.3447287,w,b,l,w-b-l,0.554510215,39.5935929,762.5756536,849,1381.966648,15241.4946,rcp85,lulc,2085,115353.842694856,100059.107274991,8409.29513245498,7294.30892034686,-0.132589734876223,0.132589734876223,3.14049756202201,2.92890769024395,-0.182778595100761,-0.23850743452647,-0.10554751176914,-0.0125189723739955,-0.227484153897372,-0.291773352428135,-0.0584222206644185,-0.174073848437478,Galium,Galium,angustifolium
Abies magnifica,585.8334143,122318.8648,5.872668557,w,b,l,w-b-l,0.546991468,217.5423614,2354.650315,67,4496.735387,19920.1437,rcp85,lulc,2085,186669.999983694,186045.610545678,13608.2429988113,13562.7250087799,-0.00334488368816524,0.00334488368816524,3.65289733200936,1.82607480270083,-1.1570855660875,-0.823096543751179,-0.800346720694915,-1.33182579118153,-0.935720890345083,-0.817604846137198,-0.310623388419407,-0.604424752565869,Abies_3,Abies,magnifica
Hesperoyucca whipplei,820.88984,129329.8282,4.280345267,w,b,l,w-b-l,0.516471457,45.1109216,684.5279525,1701,805.2269849,22931.4969,rcp85,lulc,2085,199114.045725759,169400.352245149,14515.4139334078,12349.2856786714,-0.149229520058743,0.149229520058743,2.90591832060906,3.23070431361257,-0.509142694730207,-0.618381063766585,-0.41822981241737,-0.62864053920805,-0.362957699813384,-0.611353809703332,-0.339197294682032,-0.461551381405043,Hesperoyucca,Hesperoyucca,whipplei
Lepechinia calycina,211.7471939,134704.4924,3.7129382,w,r,l,w-r-l,0.522477816,74.62745481,501.8867887,191,1809.564108,24555.4173,rcp85,lulc,2085,87635.9437419194,79611.2885428289,6388.66029878593,5803.66293477222,-0.0915680810458606,0.0915680810458606,3.25757397360474,2.28103336724773,-0.0708201638872449,-0.0353270449129336,0.192733847275437,0.152419070984998,-0.137253565527401,-0.0428401618600264,-0.226303595804001,-0.0654203703932492,Lepechinia,Lepechinia,calycina
Juglans californica,562.4771962,136537.5811,4.035654809,w,b,l,w-b-l,0.43512433,27.54112177,337.5568438,2514,859.9544857,5480.9136,rcp85,lulc,2085,16966.1194645855,14243.8523258039,1236.83010896828,1038.3768345511,-0.160453139827523,0.160453139827523,2.93447546620587,3.40036527334994,-1.25078346392591,-1.42269174625486,-1.05427623832199,-2.07278383933436,-1.13124414271916,-1.18107809620918,-1.14260273997566,-1.1064081467772,Juglans,Juglans,californica
Delphinium hesperium,123.2716153,138614.1509,4.591890169,w,b,s,w-b-s,0.447518202,55.97033436,566.0633223,1056,1431.788071,8118.6543,rcp85,lulc,2085,18022.534364423,13284.9765625008,1313.84275516643,968.47479140631,-0.262868568100734,0.262868568100734,3.15587873975491,3.02366391819779,0.497193593083259,0.443824494253462,0.563365042037851,0.92815771268245,0.41593138003164,0.568955755175456,0.675360633109251,0.530022056726237,Delphinium,Delphinium,hesperium
Lonicera subspicata,299.6738935,141916.2267,4.159353271,w,b,l,w-b-l,0.464587619,39.85741541,638.2972644,359,2542.768986,12068.7408,rcp85,lulc,2085,40323.7050128228,35150.8859231186,2939.59809543478,2562.49958379535,-0.128282336359203,0.128282336359203,3.40530690572711,2.55509444857832,0.140898817399203,0.128595893288124,0.326665957659361,0.391880216435956,-0.0600586781021737,0.202534260155199,0.172619901138971,0.161796529321034,Lonicera,Lonicera,subspicata
Ribes malvaceum,329.5325618,145461.4761,3.925157199,w,r,l,w-r-l,0.513105926,21.50830922,457.0032308,625,1443.178111,9711.0819,rcp85,lulc,2085,27359.5470417061,25035.617080025,1994.51097934037,1825.09648513382,-0.0849403668174262,0.0849403668174262,3.15931993320784,2.79588001734408,-0.472252688369607,-0.398855988551135,-0.244200209137921,-0.276266299569237,-0.433927432416752,-0.446522162903197,-0.612516889112918,-0.451219921038664,Ribes_Calobotrya,Ribes,malvaceum
Eryngium aristulatum,53.57100835,161626.514,6.997723717,w,b,s,w-b-s,0.216364237,58.88493213,366.9328668,19783,734.2636132,95662.5147,rcp85,lulc,2085,351177.655039075,310983.510223879,25600.8510523486,22670.6978953208,-0.114455302717719,0.114455302717719,2.86585200706114,4.29629215099486,0.536222319602008,0.432172746031902,0.00841341315065513,1.48351891241877,0.824116983895457,0.462371703424755,0.324877801020682,0.470911202374957,Eryngium,Eryngium,aristulatum
Pinus muricata,430.195943,169793.6704,5.791769605,w,b,l,w-b-l,0.26591101,5.898503431,174.1403069,185,2051.768204,9690.3783,rcp85,lulc,2085,42042.7382959823,36779.370976936,3064.91562177711,2681.21614421863,-0.12519087795833,0.12519087795833,3.31212829532383,2.26717172840301,3.33831977676469,2.96401698562531,2.8383540328392,1.960823247211,2.39493758118362,2.55285449010903,2.50767122861863,2.70191205981898,Pinus_Attenuatae,Pinus,muricata
Pickeringia montana,243.3438201,173935.7738,4.320376695,w,b,l,w-b-l,0.530878533,29.39487394,517.0546912,320,1898.827038,22118.8806,rcp85,lulc,2085,85298.0896996364,78842.1172375092,6218.23073910349,5747.59034661442,-0.0756871869564831,0.0756871869564831,3.27848540714712,2.50514997831991,0.112948572459849,0.1034278780986,0.250967329889301,0.199928446083765,0.0219871639381437,0.178512084715374,-0.1609368140563,0.0426696471866601,Pickeringia,Pickeringia,montana
Prunus ilicifolia,458.3144622,175447.1172,4.257662884,w,b,l,w-b-l,0.515515205,33.09996124,606.0025821,2373,901.7635824,21476.5587,rcp85,lulc,2085,100209.515672147,87702.1485045278,7305.27369249953,6393.48662598008,-0.124812170618001,0.124812170618001,2.95509269240093,3.37529773821734,-0.267014582756652,-0.187755891908627,-0.0300223813349472,-0.165708514814402,-0.0218366281797796,-0.18068944041258,-0.124350705892375,-0.132619380011805,Prunus,Prunus,ilicifolia
Muhlenbergia rigens,150.9834962,188389.812,5.743472733,w,b,s,w-b-s,0.310986427,85.31410927,588.7197262,1740,1285.415265,13329.2547,rcp85,lulc,2085,30403.2343366625,25507.68766234,2216.39578314269,1859.51043058459,-0.16102058814246,0.16102058814246,3.10904345308636,3.2405492482826,0.278808900796243,0.275620891389022,0.0207258785947977,0.625448432443179,0.299435639292351,0.398097613992034,0.360546408059915,0.2876380874104,Muhlenbergia,Muhlenbergia,rigens
Asclepias eriocarpa,230.8774509,199277.2424,4.464462057,w,b,l,w-b-l,0.319751218,64.30031817,573.7434551,2004,1074.871131,13671.3015,rcp85,lulc,2085,40885.3610404772,36785.5304557042,2980.54281985079,2681.66517022084,-0.100276247547725,0.100276247547725,3.0313563987163,3.30189771719521,-0.715298433646978,-0.363618938692897,-0.387039849883223,-0.603589307340331,-0.39945981439162,-0.354725590555511,-0.484337173572792,-0.427373603011453,Asclepias,Asclepias,eriocarpa
