sp,model,year,scen,rcp,change_driver,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure
Opuntia littoralis,meanthr,2085,cnrm,rcp85,climate_change + lulc,36795.597,2144.165907,2682.399021,156.3096946,-0.94172765,0.94172765
Opuntia littoralis,meanthr,2085,hades,rcp85,climate_change + lulc,36795.597,14051.57854,2682.399021,1024.360076,-0.618117936,0.618117936
Opuntia littoralis,meanthr,2085,hades,rcp45,lulc,36795.597,29251.25426,2682.399021,2132.416435,-0.205033845,0.205033845
Opuntia littoralis,meanthr,2085,hades,rcp85,lulc,36795.597,25726.71748,2682.399021,1875.477704,-0.300820762,0.300820762
Phacelia insularis,meanthr,2085,cnrm,rcp45,climate_change,1319.336758,1028.747035,96.17964968,74.99565886,-0.220254398,0.220254398
Phacelia insularis,meanthr,2085,hades,rcp45,climate_change,1319.336758,1239.795927,96.17964968,90.38112311,-0.060288498,0.060288498
Phacelia insularis,meanthr,2085,cnrm,rcp85,climate_change,1319.336758,843.0100202,96.17964968,61.45543047,-0.361034994,0.361034994
Phacelia insularis,meanthr,2085,hades,rcp85,climate_change,1319.336758,959.0338871,96.17964968,69.91357037,-0.273093938,0.273093938
Phacelia insularis,meanthr,2085,cnrm,rcp45,climate_change + lulc,1222.986884,921.6842612,89.15574387,67.19078264,-0.246366193,0.246366193
Phacelia insularis,meanthr,2085,hades,rcp45,climate_change + lulc,1222.986884,1117.997469,89.15574387,81.50201547,-0.085846722,0.085846722
Phacelia insularis,meanthr,2085,cnrm,rcp85,climate_change + lulc,1222.986884,684.1184001,89.15574387,49.87223137,-0.440616732,0.440616732
Phacelia insularis,meanthr,2085,hades,rcp85,climate_change + lulc,1222.986884,790.9585488,89.15574387,57.66087821,-0.35325672,0.35325672
Phacelia insularis,meanthr,2085,hades,rcp45,lulc,1319.336758,1275.720676,96.17964968,93.00003728,-0.033059097,0.033059097
Phacelia insularis,meanthr,2085,hades,rcp85,lulc,1319.336758,1136.168881,96.17964968,82.82671142,-0.138833301,0.138833301
Picea breweriana,meanthr,2085,cnrm,rcp45,climate_change,6610.579854,2640.880942,481.9112714,192.5202207,-0.600506915,0.600506915
Picea breweriana,meanthr,2085,hades,rcp45,climate_change,6610.579854,1968.602179,481.9112714,143.5110989,-0.702204311,0.702204311
Picea breweriana,meanthr,2085,cnrm,rcp85,climate_change,6610.579854,3777.748599,481.9112714,275.3978729,-0.42852992,0.42852992
Picea breweriana,meanthr,2085,hades,rcp85,climate_change,6610.579854,2846.938248,481.9112714,207.5417983,-0.569336078,0.569336078
Picea breweriana,meanthr,2085,cnrm,rcp45,climate_change + lulc,6610.579854,2640.681365,481.9112714,192.5056715,-0.600537105,0.600537105
Picea breweriana,meanthr,2085,hades,rcp45,climate_change + lulc,6610.579854,1968.442874,481.9112714,143.4994855,-0.70222841,0.70222841
Picea breweriana,meanthr,2085,cnrm,rcp85,climate_change + lulc,6610.579854,3777.577578,481.9112714,275.3854054,-0.428555791,0.428555791
Picea breweriana,meanthr,2085,hades,rcp85,climate_change + lulc,6610.579854,2846.933013,481.9112714,207.5414167,-0.56933687,0.56933687
Picea breweriana,meanthr,2085,hades,rcp45,lulc,6610.579854,6610.29518,481.9112714,481.8905186,-4.31E-05,4.31E-05
Picea breweriana,meanthr,2085,hades,rcp85,lulc,6610.579854,6610.295147,481.9112714,481.8905162,-4.31E-05,4.31E-05
Pickeringia montana,meanthr,2085,cnrm,rcp45,climate_change,85298.0897,116671.4401,6218.230739,8505.347981,0.367808359,-0.367808359
Pickeringia montana,meanthr,2085,hades,rcp45,climate_change,85298.0897,70153.69462,6218.230739,5114.204337,-0.177546709,0.177546709
Pickeringia montana,meanthr,2085,cnrm,rcp85,climate_change,85298.0897,83029.27673,6218.230739,6052.834273,-0.026598638,0.026598638
Pickeringia montana,meanthr,2085,hades,rcp85,climate_change,85298.0897,121953.9871,6218.230739,8890.445659,0.429738785,-0.429738785
Pickeringia montana,meanthr,2085,cnrm,rcp45,climate_change + lulc,85298.0897,112602.2401,6218.230739,8208.7033,0.320102718,-0.320102718
Pickeringia montana,meanthr,2085,hades,rcp45,climate_change + lulc,85298.0897,68436.33779,6218.230739,4989.009025,-0.197680299,0.197680299
Pickeringia montana,meanthr,2085,cnrm,rcp85,climate_change + lulc,85298.0897,78299.65527,6218.230739,5708.04487,-0.08204679,0.08204679
Pickeringia montana,meanthr,2085,hades,rcp85,climate_change + lulc,85298.0897,113525.7952,6218.230739,8276.030469,0.330930102,-0.330930102
Pickeringia montana,meanthr,2085,hades,rcp45,lulc,85298.0897,82147.63747,6218.230739,5988.562772,-0.036934616,0.036934616
Pickeringia montana,meanthr,2085,hades,rcp85,lulc,85298.0897,78842.11724,6218.230739,5747.590347,-0.075687187,0.075687187
Pinus attenuata,meanthr,2085,cnrm,rcp45,climate_change,66139.55981,49264.56091,4821.57391,3591.38649,-0.255142292,0.255142292
Pinus attenuata,meanthr,2085,hades,rcp45,climate_change,66139.55981,54356.35567,4821.57391,3962.578328,-0.178156676,0.178156676
Pinus attenuata,meanthr,2085,cnrm,rcp85,climate_change,66139.55981,46537.04314,4821.57391,3392.550445,-0.296381118,0.296381118
Pinus attenuata,meanthr,2085,hades,rcp85,climate_change,66139.55981,63913.04037,4821.57391,4659.260643,-0.033663959,0.033663959
Pinus attenuata,meanthr,2085,cnrm,rcp45,climate_change + lulc,66139.55981,47969.74512,4821.57391,3496.994419,-0.274719317,0.274719317
Pinus attenuata,meanthr,2085,hades,rcp45,climate_change + lulc,66139.55981,53078.93897,4821.57391,3869.454651,-0.197470634,0.197470634
Pinus attenuata,meanthr,2085,cnrm,rcp85,climate_change + lulc,66139.55981,43499.21057,4821.57391,3171.092451,-0.342311762,0.342311762
Pinus attenuata,meanthr,2085,hades,rcp85,climate_change + lulc,66139.55981,60017.0721,4821.57391,4375.244556,-0.092569224,0.092569224
Pinus attenuata,meanthr,2085,hades,rcp45,lulc,66139.55981,64598.94558,4821.57391,4709.263132,-0.023293385,0.023293385
Pinus attenuata,meanthr,2085,hades,rcp85,lulc,66139.55981,61200.42511,4821.57391,4461.510991,-0.074677465,0.074677465
Pinus balfouriana,meanthr,2085,cnrm,rcp45,climate_change,27259.53262,5966.923938,1987.219928,434.9887551,-0.781106888,0.781106888
Pinus balfouriana,meanthr,2085,hades,rcp45,climate_change,27259.53262,10122.34742,1987.219928,737.9191273,-0.628667609,0.628667609
Pinus balfouriana,meanthr,2085,cnrm,rcp85,climate_change,27259.53262,3612.386431,1987.219928,263.3429708,-0.867481718,0.867481718
Pinus balfouriana,meanthr,2085,hades,rcp85,climate_change,27259.53262,3748.797685,1987.219928,273.2873512,-0.862477551,0.862477551
Pinus balfouriana,meanthr,2085,cnrm,rcp45,climate_change + lulc,27259.53262,5966.923938,1987.219928,434.9887551,-0.781106888,0.781106888
Pinus balfouriana,meanthr,2085,hades,rcp45,climate_change + lulc,27259.53262,10122.34742,1987.219928,737.9191273,-0.628667609,0.628667609
Pinus balfouriana,meanthr,2085,cnrm,rcp85,climate_change + lulc,27259.53262,3612.386431,1987.219928,263.3429708,-0.867481718,0.867481718
Pinus balfouriana,meanthr,2085,hades,rcp85,climate_change + lulc,27259.53262,3748.797685,1987.219928,273.2873512,-0.862477551,0.862477551
Pinus balfouriana,meanthr,2085,hades,rcp45,lulc,27259.53262,27259.53262,1987.219928,1987.219928,0,0
Pinus balfouriana,meanthr,2085,hades,rcp85,lulc,27259.53262,27259.52713,1987.219928,1987.219528,-2.02E-07,2.02E-07
Pinus coulteri,meanthr,2085,cnrm,rcp45,climate_change,154866.6782,137712.6892,11289.78084,10039.25504,-0.110766172,0.110766172
Pinus coulteri,meanthr,2085,hades,rcp45,climate_change,154866.6782,110202.3796,11289.78084,8033.753476,-0.288404834,0.288404834
Pinus coulteri,meanthr,2085,cnrm,rcp85,climate_change,154866.6782,124161.6276,11289.78084,9051.38265,-0.198267639,0.198267639
Pinus coulteri,meanthr,2085,hades,rcp85,climate_change,154866.6782,81108.24912,11289.78084,5912.791361,-0.476270492,0.476270492
Pinus coulteri,meanthr,2085,cnrm,rcp45,climate_change + lulc,154866.6782,134492.7273,11289.78084,9804.519822,-0.131558003,0.131558003
Pinus coulteri,meanthr,2085,hades,rcp45,climate_change + lulc,154866.6782,107872.9832,11289.78084,7863.940479,-0.303446135,0.303446135
Pinus coulteri,meanthr,2085,cnrm,rcp85,climate_change + lulc,154866.6782,118792.6827,11289.78084,8659.986565,-0.232935813,0.232935813
Pinus coulteri,meanthr,2085,hades,rcp85,climate_change + lulc,154866.6782,78565.16629,11289.78084,5727.400622,-0.492691603,0.492691603
Pinus coulteri,meanthr,2085,hades,rcp45,lulc,154866.6782,150278.9515,11289.78084,10955.33556,-0.029623717,0.029623717
Pinus coulteri,meanthr,2085,hades,rcp85,lulc,154866.6782,143902.5389,11289.78084,10490.49509,-0.070797278,0.070797278
Pinus jeffreyi,meanthr,2085,cnrm,rcp45,climate_change,361959.1612,304262.9865,26386.82285,22180.77172,-0.159399681,0.159399681
Pinus jeffreyi,meanthr,2085,hades,rcp45,climate_change,361959.1612,323792.3615,26386.82285,23604.46315,-0.105445044,0.105445044
Pinus jeffreyi,meanthr,2085,cnrm,rcp85,climate_change,361959.1612,205734.1048,26386.82285,14998.01624,-0.431609621,0.431609621
Pinus jeffreyi,meanthr,2085,hades,rcp85,climate_change,361959.1612,181512.9816,26386.82285,13232.29636,-0.49852635,0.49852635
Pinus jeffreyi,meanthr,2085,cnrm,rcp45,climate_change + lulc,361959.1612,302842.8397,26386.82285,22077.24302,-0.163323181,0.163323181
Pinus jeffreyi,meanthr,2085,hades,rcp45,climate_change + lulc,361959.1612,322416.9639,26386.82285,23504.19667,-0.109244914,0.109244914
Pinus jeffreyi,meanthr,2085,cnrm,rcp85,climate_change + lulc,361959.1612,203851.9353,26386.82285,14860.80608,-0.436809571,0.436809571
Pinus jeffreyi,meanthr,2085,hades,rcp85,climate_change + lulc,361959.1612,179785.7822,26386.82285,13106.38352,-0.503298158,0.503298158
Pinus jeffreyi,meanthr,2085,hades,rcp45,lulc,361959.1612,359606.2508,26386.82285,26215.29569,-0.006500486,0.006500486
Pinus jeffreyi,meanthr,2085,hades,rcp85,lulc,361959.1612,356885.4893,26386.82285,26016.95217,-0.01401725,0.01401725
Pinus lambertiana,meanthr,2085,cnrm,rcp45,climate_change,456694.4593,339602.4404,33293.02609,24757.0179,-0.256390277,0.256390277
Pinus lambertiana,meanthr,2085,hades,rcp45,climate_change,456694.4593,366739.7997,33293.02609,26735.3314,-0.196969019,0.196969019
Pinus lambertiana,meanthr,2085,cnrm,rcp85,climate_change,456694.4593,353475.1442,33293.02609,25768.33801,-0.226013942,0.226013942
Pinus lambertiana,meanthr,2085,hades,rcp85,climate_change,456694.4593,319612.0138,33293.02609,23299.71581,-0.30016227,0.30016227
Pinus lambertiana,meanthr,2085,cnrm,rcp45,climate_change + lulc,456694.4593,337694.4545,33293.02609,24617.92574,-0.260568094,0.260568094
Pinus lambertiana,meanthr,2085,hades,rcp45,climate_change + lulc,456694.4593,365109.9703,33293.02609,26616.51684,-0.200537771,0.200537771
Pinus lambertiana,meanthr,2085,cnrm,rcp85,climate_change + lulc,456694.4593,348626.835,33293.02609,25414.89627,-0.236630032,0.236630032
Pinus lambertiana,meanthr,2085,hades,rcp85,climate_change + lulc,456694.4593,316717.7224,33293.02609,23088.72196,-0.306499748,0.306499748
Pinus lambertiana,meanthr,2085,hades,rcp45,lulc,456694.4593,454067.1436,33293.02609,33101.49477,-0.005752896,0.005752896
Pinus lambertiana,meanthr,2085,hades,rcp85,lulc,456694.4593,448423.5685,33293.02609,32690.07814,-0.018110338,0.018110338
Pinus muricata,meanthr,2085,cnrm,rcp45,climate_change,42042.7383,37905.00042,3064.915622,2763.27453,-0.098417421,0.098417421
Pinus muricata,meanthr,2085,hades,rcp45,climate_change,42042.7383,55929.72191,3064.915622,4077.276727,0.330306354,-0.330306354
Pinus muricata,meanthr,2085,cnrm,rcp85,climate_change,42042.7383,36224.18149,3064.915622,2640.74283,-0.138396238,0.138396238
Pinus muricata,meanthr,2085,hades,rcp85,climate_change,42042.7383,39175.7496,3064.915622,2855.912146,-0.068192245,0.068192245
Pinus muricata,meanthr,2085,cnrm,rcp45,climate_change + lulc,42042.7383,36962.62541,3064.915622,2694.575392,-0.120832113,0.120832113
Pinus muricata,meanthr,2085,hades,rcp45,climate_change + lulc,42042.7383,54794.12772,3064.915622,3994.491911,0.303295883,-0.303295883
Pinus muricata,meanthr,2085,cnrm,rcp85,climate_change + lulc,42042.7383,31907.15733,3064.915622,2326.03177,-0.24107804,0.24107804
Pinus muricata,meanthr,2085,hades,rcp85,climate_change + lulc,42042.7383,34804.41378,3064.915622,2537.241765,-0.172165868,0.172165868
Pinus muricata,meanthr,2085,hades,rcp45,lulc,42042.7383,41009.43909,3064.915622,2989.58811,-0.024577353,0.024577353
Pinus muricata,meanthr,2085,hades,rcp85,lulc,42042.7383,36779.37098,3064.915622,2681.216144,-0.125190878,0.125190878
Pinus quadrifolia,meanthr,2085,cnrm,rcp45,climate_change,9489.520712,826.4175944,691.7860599,60.24584263,-0.91291261,0.91291261
Pinus quadrifolia,meanthr,2085,hades,rcp45,climate_change,9489.520712,608.2902927,691.7860599,44.34436234,-0.935898734,0.935898734
Pinus quadrifolia,meanthr,2085,cnrm,rcp85,climate_change,9489.520712,0,691.7860599,0,-1,1
Pinus quadrifolia,meanthr,2085,hades,rcp85,climate_change,9489.520712,45.52220415,691.7860599,3.318568682,-0.995202897,0.995202897
Pinus quadrifolia,meanthr,2085,cnrm,rcp45,climate_change + lulc,9489.520712,804.9116686,691.7860599,58.67806064,-0.915178891,0.915178891
Pinus quadrifolia,meanthr,2085,hades,rcp45,climate_change + lulc,9489.520712,602.6760888,691.7860599,43.93508688,-0.936490355,0.936490355
Pinus quadrifolia,meanthr,2085,cnrm,rcp85,climate_change + lulc,9489.520712,0,691.7860599,0,-1,1
Pinus quadrifolia,meanthr,2085,hades,rcp85,climate_change + lulc,9489.520712,45.44020565,691.7860599,3.312590992,-0.995211538,0.995211538
Pinus quadrifolia,meanthr,2085,hades,rcp45,lulc,9489.520712,9079.805187,691.7860599,661.9177982,-0.043175576,0.043175576
Pinus quadrifolia,meanthr,2085,hades,rcp85,lulc,9489.520712,8528.309598,691.7860599,621.7137697,-0.101291851,0.101291851
Pinus sabiniana,meanthr,2085,cnrm,rcp45,climate_change,578418.5118,326375.988,42166.70951,23792.80952,-0.435744221,0.435744221
Pinus sabiniana,meanthr,2085,hades,rcp45,climate_change,578418.5118,285437.0153,42166.70951,20808.35842,-0.506521646,0.506521646
Pinus sabiniana,meanthr,2085,cnrm,rcp85,climate_change,578418.5118,251583.2102,42166.70951,18340.41602,-0.565049864,0.565049864
Pinus sabiniana,meanthr,2085,hades,rcp85,climate_change,578418.5118,130617.6354,42166.70951,9522.025621,-0.77418144,0.77418144
Pinus sabiniana,meanthr,2085,cnrm,rcp45,climate_change + lulc,553596.2907,312767.1763,40357.16959,22800.72715,-0.435026604,0.435026604
Pinus sabiniana,meanthr,2085,hades,rcp45,climate_change + lulc,553596.2907,276844.7176,40357.16959,20181.97991,-0.499915873,0.499915873
Pinus sabiniana,meanthr,2085,cnrm,rcp85,climate_change + lulc,553596.2907,233954.9323,40357.16959,17055.31456,-0.577390716,0.577390716
Pinus sabiniana,meanthr,2085,hades,rcp85,climate_change + lulc,553596.2907,126304.755,40357.16959,9207.616641,-0.771846818,0.771846818
Pinus sabiniana,meanthr,2085,hades,rcp45,lulc,578418.5118,542917.8829,42166.70951,39578.71366,-0.061375333,0.061375333
Pinus sabiniana,meanthr,2085,hades,rcp85,lulc,578418.5118,512980.4072,42166.70951,37396.27168,-0.113132798,0.113132798
Pinus torreyana,meanthr,2085,cnrm,rcp45,climate_change,1692.703962,1777.323885,123.3981189,129.5669112,0.049990976,-0.049990976
Pinus torreyana,meanthr,2085,hades,rcp45,climate_change,1692.703962,1599.506501,123.3981189,116.604024,-0.055058334,0.055058334
Pinus torreyana,meanthr,2085,cnrm,rcp85,climate_change,1692.703962,800.8326216,123.3981189,58.38069812,-0.526891506,0.526891506
Pinus torreyana,meanthr,2085,hades,rcp85,climate_change,1692.703962,635.4994191,123.3981189,46.32790765,-0.624565528,0.624565528
Pinus torreyana,meanthr,2085,cnrm,rcp45,climate_change + lulc,1692.703962,1424.490968,123.3981189,103.8453916,-0.158452393,0.158452393
Pinus torreyana,meanthr,2085,hades,rcp45,climate_change + lulc,1692.703962,1262.106046,123.3981189,92.00753078,-0.254384656,0.254384656
Pinus torreyana,meanthr,2085,cnrm,rcp85,climate_change + lulc,1692.703962,592.1767538,123.3981189,43.16968535,-0.650159291,0.650159291
Pinus torreyana,meanthr,2085,hades,rcp85,climate_change + lulc,1692.703962,418.2725166,123.3981189,30.49206646,-0.752896829,0.752896829
Pinus torreyana,meanthr,2085,hades,rcp45,lulc,1692.703962,1353.26791,123.3981189,98.65323062,-0.200528893,0.200528893
Pinus torreyana,meanthr,2085,hades,rcp85,lulc,1692.703962,1233.154298,123.3981189,89.89694834,-0.271488503,0.271488503
Platanus racemosa,meanthr,2085,cnrm,rcp45,climate_change,151332.3199,117962.9013,11032.12612,8599.495507,-0.220504243,0.220504243
Platanus racemosa,meanthr,2085,hades,rcp45,climate_change,151332.3199,150088.683,11032.12612,10941.46499,-0.00821792,0.00821792
Platanus racemosa,meanthr,2085,cnrm,rcp85,climate_change,151332.3199,132583.9641,11032.12612,9665.370981,-0.123888644,0.123888644
Platanus racemosa,meanthr,2085,hades,rcp85,climate_change,151332.3199,160818.3593,11032.12612,11723.65839,0.062683499,-0.062683499
Platanus racemosa,meanthr,2085,cnrm,rcp45,climate_change + lulc,151332.3199,103682.7753,11032.12612,7558.474316,-0.314866941,0.314866941
Platanus racemosa,meanthr,2085,hades,rcp45,climate_change + lulc,151332.3199,131793.4371,11032.12612,9607.741567,-0.129112425,0.129112425
Platanus racemosa,meanthr,2085,cnrm,rcp85,climate_change + lulc,151332.3199,107308.5212,11032.12612,7822.791197,-0.290908107,0.290908107
Platanus racemosa,meanthr,2085,hades,rcp85,climate_change + lulc,151332.3199,129734.7575,11032.12612,9457.663821,-0.142716126,0.142716126
Platanus racemosa,meanthr,2085,hades,rcp45,lulc,151332.3199,132660.5273,11032.12612,9670.952437,-0.123382716,0.123382716
Platanus racemosa,meanthr,2085,hades,rcp85,lulc,151332.3199,120971.4536,11032.12612,8818.818966,-0.200623808,0.200623808
Poa stebbinsii,meanthr,2085,cnrm,rcp45,climate_change,13767.79145,11446.03413,1003.671997,834.4158883,-0.168636874,0.168636874
Poa stebbinsii,meanthr,2085,hades,rcp45,climate_change,13767.79145,9393.368413,1003.671997,684.7765573,-0.317728741,0.317728741
Poa stebbinsii,meanthr,2085,cnrm,rcp85,climate_change,13767.79145,7575.158755,1003.671997,552.2290732,-0.449791291,0.449791291
Poa stebbinsii,meanthr,2085,hades,rcp85,climate_change,13767.79145,4329.923334,1003.671997,315.651411,-0.685503419,0.685503419
Poa stebbinsii,meanthr,2085,cnrm,rcp45,climate_change + lulc,13767.79145,11446.03413,1003.671997,834.4158883,-0.168636874,0.168636874
Poa stebbinsii,meanthr,2085,hades,rcp45,climate_change + lulc,13767.79145,9393.368413,1003.671997,684.7765573,-0.317728741,0.317728741
Poa stebbinsii,meanthr,2085,cnrm,rcp85,climate_change + lulc,13767.79145,7575.158755,1003.671997,552.2290732,-0.449791291,0.449791291
Poa stebbinsii,meanthr,2085,hades,rcp85,climate_change + lulc,13767.79145,4329.923334,1003.671997,315.651411,-0.685503419,0.685503419
Poa stebbinsii,meanthr,2085,hades,rcp45,lulc,13767.79145,13767.79145,1003.671997,1003.671997,0,0
Poa stebbinsii,meanthr,2085,hades,rcp85,lulc,13767.79145,13767.7913,1003.671997,1003.671986,-1.11E-08,1.11E-08
Potentilla anserina subsp anserina,meanthr,2085,cnrm,rcp45,climate_change,2032.70673,96.59245688,148.1843206,7.041590107,-0.952480869,0.952480869
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp45,climate_change,2032.70673,269.474969,148.1843206,19.64472524,-0.867430473,0.867430473
Potentilla anserina subsp anserina,meanthr,2085,cnrm,rcp85,climate_change,2032.70673,55.7596876,148.1843206,4.064881226,-0.972568749,0.972568749
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp85,climate_change,2032.70673,45.76780802,148.1843206,3.336473205,-0.977484303,0.977484303
Potentilla anserina subsp anserina,meanthr,2085,cnrm,rcp45,climate_change + lulc,2001.781586,93.14530217,145.9298776,6.790292528,-0.953468799,0.953468799
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp45,climate_change + lulc,2001.781586,262.1090249,145.9298776,19.10774791,-0.869062126,0.869062126
Potentilla anserina subsp anserina,meanthr,2085,cnrm,rcp85,climate_change + lulc,2001.781586,55.7596876,145.9298776,4.064881226,-0.972144969,0.972144969
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp85,climate_change + lulc,2001.781586,45.76780802,145.9298776,3.336473205,-0.977136463,0.977136463
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp45,lulc,2032.70673,2011.238777,148.1843206,146.6193068,-0.010561265,0.010561265
Potentilla anserina subsp anserina,meanthr,2085,hades,rcp85,lulc,2032.70673,2008.417364,148.1843206,146.4136259,-0.011949272,0.011949272
Potentilla anserina subsp pacifica,meanthr,2085,cnrm,rcp45,climate_change,121072.5196,93915.94151,8826.186676,6846.472136,-0.224300098,0.224300098
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp45,climate_change,121072.5196,115412.7233,8826.186676,8413.58753,-0.046747158,0.046747158
Potentilla anserina subsp pacifica,meanthr,2085,cnrm,rcp85,climate_change,121072.5196,84438.14804,8826.186676,6155.540992,-0.302582053,0.302582053
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp85,climate_change,121072.5196,86837.78253,8826.186676,6330.474347,-0.282762242,0.282762242
Potentilla anserina subsp pacifica,meanthr,2085,cnrm,rcp45,climate_change + lulc,108413.1128,77723.64669,7903.315921,5666.053844,-0.283078913,0.283078913
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp45,climate_change + lulc,108413.1128,97903.54871,7903.315921,7137.168701,-0.096939971,0.096939971
Potentilla anserina subsp pacifica,meanthr,2085,cnrm,rcp85,climate_change + lulc,108413.1128,63027.62731,7903.315921,4594.714031,-0.418634649,0.418634649
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp85,climate_change + lulc,108413.1128,65749.61311,7903.315921,4793.146796,-0.393527116,0.393527116
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp45,lulc,121072.5196,111030.0531,8826.186676,8094.090871,-0.082945878,0.082945878
Potentilla anserina subsp pacifica,meanthr,2085,hades,rcp85,lulc,121072.5196,100619.9138,8826.186676,7335.191715,-0.168928555,0.168928555
Prunus ilicifolia,meanthr,2085,cnrm,rcp45,climate_change,100209.5157,86735.87677,7305.273692,6323.045417,-0.134454685,0.134454685
Prunus ilicifolia,meanthr,2085,hades,rcp45,climate_change,100209.5157,85523.52032,7305.273692,6234.664631,-0.146552902,0.146552902
Prunus ilicifolia,meanthr,2085,cnrm,rcp85,climate_change,100209.5157,81228.61412,7305.273692,5921.565969,-0.189412167,0.189412167
Prunus ilicifolia,meanthr,2085,hades,rcp85,climate_change,100209.5157,92260.30202,7305.273692,6725.776017,-0.079325936,0.079325936
Prunus ilicifolia,meanthr,2085,cnrm,rcp45,climate_change + lulc,100209.5157,81253.67906,7305.273692,5923.393204,-0.189162042,0.189162042
Prunus ilicifolia,meanthr,2085,hades,rcp45,climate_change + lulc,100209.5157,80043.12709,7305.273692,5835.143965,-0.201242252,0.201242252
Prunus ilicifolia,meanthr,2085,cnrm,rcp85,climate_change + lulc,100209.5157,70998.89885,7305.273692,5175.819726,-0.29149544,0.29149544
Prunus ilicifolia,meanthr,2085,hades,rcp85,climate_change + lulc,100209.5157,81372.55697,7305.273692,5932.059403,-0.187975748,0.187975748
Prunus ilicifolia,meanthr,2085,hades,rcp45,lulc,100209.5157,93095.91206,7305.273692,6786.691989,-0.070987307,0.070987307
Prunus ilicifolia,meanthr,2085,hades,rcp85,lulc,100209.5157,87702.1485,7305.273692,6393.486626,-0.124812171,0.124812171
Pseudotsuga macrocarpa,meanthr,2085,cnrm,rcp45,climate_change,89022.57684,79229.60722,6489.745852,5775.838367,-0.110005461,0.110005461
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp45,climate_change,89022.57684,62902.41912,6489.745852,4585.586354,-0.293410488,0.293410488
Pseudotsuga macrocarpa,meanthr,2085,cnrm,rcp85,climate_change,89022.57684,38248.88751,6489.745852,2788.343899,-0.57034621,0.57034621
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp85,climate_change,89022.57684,41008.40585,6489.745852,2989.512786,-0.53934825,0.53934825
Pseudotsuga macrocarpa,meanthr,2085,cnrm,rcp45,climate_change + lulc,89022.57684,78120.67468,6489.745852,5694.997184,-0.122462217,0.122462217
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp45,climate_change + lulc,89022.57684,62137.77947,6489.745852,4529.844123,-0.301999766,0.301999766
Pseudotsuga macrocarpa,meanthr,2085,cnrm,rcp85,climate_change + lulc,89022.57684,37136.37148,6489.745852,2707.241481,-0.58284322,0.58284322
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp85,climate_change + lulc,89022.57684,40030.07049,6489.745852,2918.192139,-0.550337994,0.550337994
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp45,lulc,89022.57684,87871.95575,6489.745852,6405.865574,-0.012925048,0.012925048
Pseudotsuga macrocarpa,meanthr,2085,hades,rcp85,lulc,89022.57684,86605.84076,6489.745852,6313.565791,-0.027147451,0.027147451
Ptilagrostis kingii,meanthr,2085,cnrm,rcp45,climate_change,12661.73899,7004.482952,923.0407723,510.6268072,-0.446799294,0.446799294
Ptilagrostis kingii,meanthr,2085,hades,rcp45,climate_change,12661.73899,6180.00351,923.0407723,450.5222559,-0.511915108,0.511915108
Ptilagrostis kingii,meanthr,2085,cnrm,rcp85,climate_change,12661.73899,4599.708039,923.0407723,335.318716,-0.636723831,0.636723831
Ptilagrostis kingii,meanthr,2085,hades,rcp85,climate_change,12661.73899,2219.127513,923.0407723,161.7743957,-0.824737541,0.824737541
Ptilagrostis kingii,meanthr,2085,cnrm,rcp45,climate_change + lulc,12661.73899,7004.482952,923.0407723,510.6268072,-0.446799294,0.446799294
Ptilagrostis kingii,meanthr,2085,hades,rcp45,climate_change + lulc,12661.73899,6180.00351,923.0407723,450.5222559,-0.511915108,0.511915108
Ptilagrostis kingii,meanthr,2085,cnrm,rcp85,climate_change + lulc,12661.73899,4599.708039,923.0407723,335.318716,-0.636723831,0.636723831
Ptilagrostis kingii,meanthr,2085,hades,rcp85,climate_change + lulc,12661.73899,2219.127513,923.0407723,161.7743957,-0.824737541,0.824737541
Ptilagrostis kingii,meanthr,2085,hades,rcp45,lulc,12661.73899,12661.73899,923.0407723,923.0407723,0,0
Ptilagrostis kingii,meanthr,2085,hades,rcp85,lulc,12661.73899,12661.73896,923.0407723,923.0407702,-2.34E-09,2.34E-09
Quercus agrifolia,meanthr,2085,cnrm,rcp45,climate_change,332684.7258,309149.238,24252.71651,22536.97945,-0.070744119,0.070744119
Quercus agrifolia,meanthr,2085,hades,rcp45,climate_change,332684.7258,319463.1476,24252.71651,23288.86346,-0.039742066,0.039742066
Quercus agrifolia,meanthr,2085,cnrm,rcp85,climate_change,332684.7258,326001.2364,24252.71651,23765.49013,-0.020089559,0.020089559
Quercus agrifolia,meanthr,2085,hades,rcp85,climate_change,332684.7258,351037.4769,24252.71651,25590.63207,0.055165596,-0.055165596
