sp,model,year,scen,rcp,change_driver,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure
Eryngium aristulatum,meanthr,2085,cnrm,rcp45,climate_change,351177.655,325792.3536,25600.85105,23750.26257,-0.072286209,0.072286209
Eryngium aristulatum,meanthr,2085,hades,rcp45,climate_change,351177.655,410605.0497,25600.85105,29933.10812,0.169223166,-0.169223166
Eryngium aristulatum,meanthr,2085,cnrm,rcp85,climate_change,351177.655,329119.451,25600.85105,23992.80798,-0.062812094,0.062812094
Eryngium aristulatum,meanthr,2085,hades,rcp85,climate_change,351177.655,375588.7024,25600.85105,27380.4164,0.069511961,-0.069511961
Eryngium aristulatum,meanthr,2085,cnrm,rcp45,climate_change + lulc,331267.5019,285831.0586,24149.40089,20837.08417,-0.137159375,0.137159375
Eryngium aristulatum,meanthr,2085,hades,rcp45,climate_change + lulc,331267.5019,369707.2608,24149.40089,26951.65931,0.116038424,-0.116038424
Eryngium aristulatum,meanthr,2085,cnrm,rcp85,climate_change + lulc,331267.5019,262537.2745,24149.40089,19138.96731,-0.207476517,0.207476517
Eryngium aristulatum,meanthr,2085,hades,rcp85,climate_change + lulc,331267.5019,308035.5336,24149.40089,22455.7904,-0.070130539,0.070130539
Eryngium aristulatum,meanthr,2085,hades,rcp45,lulc,351177.655,332956.4183,25600.85105,24272.52289,-0.051886094,0.051886094
Eryngium aristulatum,meanthr,2085,hades,rcp85,lulc,351177.655,310983.5102,25600.85105,22670.6979,-0.114455303,0.114455303
Frangula californica,meanthr,2085,cnrm,rcp45,climate_change,195115.4181,218605.7731,14223.91398,15936.36086,0.1203921,-0.1203921
Frangula californica,meanthr,2085,hades,rcp45,climate_change,195115.4181,193786.9953,14223.91398,14127.07196,-0.006808395,0.006808395
Frangula californica,meanthr,2085,cnrm,rcp85,climate_change,195115.4181,186043.3747,14223.91398,13562.56202,-0.046495779,0.046495779
Frangula californica,meanthr,2085,hades,rcp85,climate_change,195115.4181,205149.8094,14223.91398,14955.42111,0.051427977,-0.051427977
Frangula californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,195115.4181,203699.9974,14223.91398,14849.72981,0.043997442,-0.043997442
Frangula californica,meanthr,2085,hades,rcp45,climate_change + lulc,195115.4181,181787.4834,14223.91398,13252.30754,-0.068307952,0.068307952
Frangula californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,195115.4181,161165.48,14223.91398,11748.96349,-0.173999258,0.173999258
Frangula californica,meanthr,2085,hades,rcp85,climate_change + lulc,195115.4181,179066.5119,14223.91398,13053.94871,-0.082253399,0.082253399
Frangula californica,meanthr,2085,hades,rcp45,lulc,195115.4181,181512.1174,14223.91398,13232.23336,-0.06971925,0.06971925
Frangula californica,meanthr,2085,hades,rcp85,lulc,195115.4181,167627.5745,14223.91398,12220.05018,-0.140879916,0.140879916
Galium angustifolium,meanthr,2085,cnrm,rcp45,climate_change,115353.8427,96006.97904,8409.295132,6998.908772,-0.167717548,0.167717548
Galium angustifolium,meanthr,2085,hades,rcp45,climate_change,115353.8427,96704.73038,8409.295132,7049.774844,-0.161668757,0.161668757
Galium angustifolium,meanthr,2085,cnrm,rcp85,climate_change,115353.8427,85006.74918,8409.295132,6196.992015,-0.263078306,0.263078306
Galium angustifolium,meanthr,2085,hades,rcp85,climate_change,115353.8427,97225.46291,8409.295132,7087.736246,-0.157154537,0.157154537
Galium angustifolium,meanthr,2085,cnrm,rcp45,climate_change + lulc,115353.8427,89407.95808,8409.295132,6517.840144,-0.22492432,0.22492432
Galium angustifolium,meanthr,2085,hades,rcp45,climate_change + lulc,115353.8427,89986.22979,8409.295132,6559.996152,-0.219911295,0.219911295
Galium angustifolium,meanthr,2085,cnrm,rcp85,climate_change + lulc,115353.8427,69389.25595,8409.295132,5058.476759,-0.398466021,0.398466021
Galium angustifolium,meanthr,2085,hades,rcp85,climate_change + lulc,115353.8427,82859.47304,8409.295132,6040.455585,-0.281692997,0.281692997
Galium angustifolium,meanthr,2085,hades,rcp45,lulc,115353.8427,106486.7461,8409.295132,7762.883791,-0.076868671,0.076868671
Galium angustifolium,meanthr,2085,hades,rcp85,lulc,115353.8427,100059.1073,8409.295132,7294.30892,-0.132589735,0.132589735
Hazardia squarrosa,meanthr,2085,cnrm,rcp45,climate_change,76738.53588,63817.9039,5594.239265,4652.325194,-0.168372146,0.168372146
Hazardia squarrosa,meanthr,2085,hades,rcp45,climate_change,76738.53588,60567.14653,5594.239265,4415.344982,-0.210733619,0.210733619
Hazardia squarrosa,meanthr,2085,cnrm,rcp85,climate_change,76738.53588,38746.11886,5594.239265,2824.592065,-0.495089157,0.495089157
Hazardia squarrosa,meanthr,2085,hades,rcp85,climate_change,76738.53588,60101.27761,5594.239265,4381.383138,-0.216804479,0.216804479
Hazardia squarrosa,meanthr,2085,cnrm,rcp45,climate_change + lulc,76738.53588,59171.56597,5594.239265,4313.607159,-0.228919795,0.228919795
Hazardia squarrosa,meanthr,2085,hades,rcp45,climate_change + lulc,76738.53588,56471.90914,5594.239265,4116.802176,-0.264099732,0.264099732
Hazardia squarrosa,meanthr,2085,cnrm,rcp85,climate_change + lulc,76738.53588,32958.36155,5594.239265,2402.664557,-0.570510941,0.570510941
Hazardia squarrosa,meanthr,2085,hades,rcp85,climate_change + lulc,76738.53588,53123.67567,5594.239265,3872.715956,-0.307731441,0.307731441
Hazardia squarrosa,meanthr,2085,hades,rcp45,lulc,76738.53588,70812.02372,5594.239265,5162.196529,-0.077229935,0.077229935
Hazardia squarrosa,meanthr,2085,hades,rcp85,lulc,76738.53588,67229.15182,5594.239265,4901.005168,-0.123919279,0.123919279
Hesperocyparis forbesii,meanthr,2085,cnrm,rcp45,climate_change,37378.93643,33441.01302,2724.924466,2437.849849,-0.105351403,0.105351403
Hesperocyparis forbesii,meanthr,2085,hades,rcp45,climate_change,37378.93643,32874.44831,2724.924466,2396.547282,-0.120508729,0.120508729
Hesperocyparis forbesii,meanthr,2085,cnrm,rcp85,climate_change,37378.93643,29420.25137,2724.924466,2144.736325,-0.212918981,0.212918981
Hesperocyparis forbesii,meanthr,2085,hades,rcp85,climate_change,37378.93643,29517.0759,2724.924466,2151.794833,-0.210328631,0.210328631
Hesperocyparis forbesii,meanthr,2085,cnrm,rcp45,climate_change + lulc,34829.41264,28174.52713,2539.064182,2053.923028,-0.191070851,0.191070851
Hesperocyparis forbesii,meanthr,2085,hades,rcp45,climate_change + lulc,34829.41264,27923.38477,2539.064182,2035.61475,-0.198281491,0.198281491
Hesperocyparis forbesii,meanthr,2085,cnrm,rcp85,climate_change + lulc,34829.41264,22920.32186,2539.064182,1670.891464,-0.341926259,0.341926259
Hesperocyparis forbesii,meanthr,2085,hades,rcp85,climate_change + lulc,34829.41264,23460.56,2539.064182,1710.274824,-0.326415285,0.326415285
Hesperocyparis forbesii,meanthr,2085,hades,rcp45,lulc,37378.93643,32880.82823,2724.924466,2397.012378,-0.120338047,0.120338047
Hesperocyparis forbesii,meanthr,2085,hades,rcp85,lulc,37378.93643,30383.78294,2724.924466,2214.977776,-0.187141587,0.187141587
Hesperocyparis sargentii,meanthr,2085,cnrm,rcp45,climate_change,120791.2484,144334.0564,8805.682012,10521.95271,0.194904915,-0.194904915
Hesperocyparis sargentii,meanthr,2085,hades,rcp45,climate_change,120791.2484,106804.5084,8805.682012,7786.04866,-0.115792661,0.115792661
Hesperocyparis sargentii,meanthr,2085,cnrm,rcp85,climate_change,120791.2484,127156.2979,8805.682012,9269.69412,0.052694625,-0.052694625
Hesperocyparis sargentii,meanthr,2085,hades,rcp85,climate_change,120791.2484,145160.1707,8805.682012,10582.17644,0.201744104,-0.201744104
Hesperocyparis sargentii,meanthr,2085,cnrm,rcp45,climate_change + lulc,118165.9025,137251.7051,8614.294293,10005.6493,0.161517004,-0.161517004
Hesperocyparis sargentii,meanthr,2085,hades,rcp45,climate_change + lulc,118165.9025,102157.6149,8614.294293,7447.290128,-0.135472985,0.135472985
Hesperocyparis sargentii,meanthr,2085,cnrm,rcp85,climate_change + lulc,118165.9025,115774.5222,8614.294293,8439.962671,-0.020237482,0.020237482
Hesperocyparis sargentii,meanthr,2085,hades,rcp85,climate_change + lulc,118165.9025,131589.3676,8614.294293,9592.864898,0.113598465,-0.113598465
Hesperocyparis sargentii,meanthr,2085,hades,rcp45,lulc,120791.2484,117705.3273,8805.682012,8580.718362,-0.025547555,0.025547555
Hesperocyparis sargentii,meanthr,2085,hades,rcp85,lulc,120791.2484,111676.0031,8805.682012,8141.180629,-0.075462796,0.075462796
Hesperocyparis stephensonii,meanthr,2085,cnrm,rcp45,climate_change,35648.94791,40258.2322,2598.808303,2934.825128,0.129296503,-0.129296503
Hesperocyparis stephensonii,meanthr,2085,hades,rcp45,climate_change,35648.94791,33726.23271,2598.808303,2458.642364,-0.053934697,0.053934697
Hesperocyparis stephensonii,meanthr,2085,cnrm,rcp85,climate_change,35648.94791,12676.24774,2598.808303,924.0984603,-0.644414534,0.644414534
Hesperocyparis stephensonii,meanthr,2085,hades,rcp85,climate_change,35648.94791,34786.41235,2598.808303,2535.92946,-0.02419526,0.02419526
Hesperocyparis stephensonii,meanthr,2085,cnrm,rcp45,climate_change + lulc,33357.29283,35790.141,2431.746647,2609.101279,0.072933022,-0.072933022
Hesperocyparis stephensonii,meanthr,2085,hades,rcp45,climate_change + lulc,33357.29283,29880.3352,2431.746647,2178.276436,-0.104233807,0.104233807
Hesperocyparis stephensonii,meanthr,2085,cnrm,rcp85,climate_change + lulc,33357.29283,9478.495467,2431.746647,690.9823196,-0.715849379,0.715849379
Hesperocyparis stephensonii,meanthr,2085,hades,rcp85,climate_change + lulc,33357.29283,30136.1554,2431.746647,2196.925728,-0.096564714,0.096564714
Hesperocyparis stephensonii,meanthr,2085,hades,rcp45,lulc,35648.94791,33590.22508,2598.808303,2448.727408,-0.05774989,0.05774989
Hesperocyparis stephensonii,meanthr,2085,hades,rcp85,lulc,35648.94791,32388.07375,2598.808303,2361.090576,-0.091471821,0.091471821
Hesperoyucca whipplei,meanthr,2085,cnrm,rcp45,climate_change,199114.0457,184991.9719,14515.41393,13485.91475,-0.070924549,0.070924549
Hesperoyucca whipplei,meanthr,2085,hades,rcp45,climate_change,199114.0457,172788.7982,14515.41393,12596.30339,-0.132211906,0.132211906
Hesperoyucca whipplei,meanthr,2085,cnrm,rcp85,climate_change,199114.0457,208651.4838,14515.41393,15210.69317,0.047899373,-0.047899373
Hesperoyucca whipplei,meanthr,2085,hades,rcp85,climate_change,199114.0457,194780.6547,14515.41393,14199.50973,-0.021763362,0.021763362
Hesperoyucca whipplei,meanthr,2085,cnrm,rcp45,climate_change + lulc,199114.0457,166952.519,14515.41393,12170.83864,-0.161523144,0.161523144
Hesperoyucca whipplei,meanthr,2085,hades,rcp45,climate_change + lulc,199114.0457,156080.6654,14515.41393,11378.28051,-0.216124283,0.216124283
Hesperoyucca whipplei,meanthr,2085,cnrm,rcp85,climate_change + lulc,199114.0457,175762.0118,14515.41393,12813.05066,-0.117279692,0.117279692
Hesperoyucca whipplei,meanthr,2085,hades,rcp85,climate_change + lulc,199114.0457,165038.0398,14515.41393,12031.2731,-0.171138133,0.171138133
Hesperoyucca whipplei,meanthr,2085,hades,rcp45,lulc,199114.0457,180209.6078,14515.41393,13137.28041,-0.094942765,0.094942765
Hesperoyucca whipplei,meanthr,2085,hades,rcp85,lulc,199114.0457,169400.3522,14515.41393,12349.28568,-0.14922952,0.14922952
Heteromeles arbutifolia,meanthr,2085,cnrm,rcp45,climate_change,295580.3098,313866.5152,21547.80459,22880.86896,0.061865438,-0.061865438
Heteromeles arbutifolia,meanthr,2085,hades,rcp45,climate_change,295580.3098,317767.5533,21547.80459,23165.25464,0.075063334,-0.075063334
Heteromeles arbutifolia,meanthr,2085,cnrm,rcp85,climate_change,295580.3098,337350.1331,21547.80459,24592.8247,0.141314634,-0.141314634
Heteromeles arbutifolia,meanthr,2085,hades,rcp85,climate_change,295580.3098,382038.6243,21547.80459,27850.61571,0.292503633,-0.292503633
Heteromeles arbutifolia,meanthr,2085,cnrm,rcp45,climate_change + lulc,295580.3098,285120.0673,21547.80459,20785.25291,-0.035388834,0.035388834
Heteromeles arbutifolia,meanthr,2085,hades,rcp45,climate_change + lulc,295580.3098,289032.8381,21547.80459,21070.4939,-0.022151244,0.022151244
Heteromeles arbutifolia,meanthr,2085,cnrm,rcp85,climate_change + lulc,295580.3098,283368.3371,21547.80459,20657.55178,-0.041315244,0.041315244
Heteromeles arbutifolia,meanthr,2085,hades,rcp85,climate_change + lulc,295580.3098,323380.7319,21547.80459,23574.45535,0.094053701,-0.094053701
Heteromeles arbutifolia,meanthr,2085,hades,rcp45,lulc,295580.3098,271898.0295,21547.80459,19821.36635,-0.080121306,0.080121306
Heteromeles arbutifolia,meanthr,2085,hades,rcp85,lulc,295580.3098,252769.4431,21547.80459,18426.8924,-0.144836666,0.144836666
Juglans californica,meanthr,2085,cnrm,rcp45,climate_change,16966.11946,17178.66891,1236.830109,1252.324964,0.012527876,-0.012527876
Juglans californica,meanthr,2085,hades,rcp45,climate_change,16966.11946,22972.42577,1236.830109,1674.689839,0.354017683,-0.354017683
Juglans californica,meanthr,2085,cnrm,rcp85,climate_change,16966.11946,18218.81453,1236.830109,1328.151579,0.073835096,-0.073835096
Juglans californica,meanthr,2085,hades,rcp85,climate_change,16966.11946,27813.50514,1236.830109,2027.604525,0.639355729,-0.639355729
Juglans californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,16966.11946,14616.21438,1236.830109,1065.522029,-0.138505749,0.138505749
Juglans californica,meanthr,2085,hades,rcp45,climate_change + lulc,16966.11946,19876.71452,1236.830109,1449.012489,0.171553375,-0.171553375
Juglans californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,16966.11946,14857.72038,1236.830109,1083.127816,-0.124271144,0.124271144
Juglans californica,meanthr,2085,hades,rcp85,climate_change + lulc,16966.11946,22888.03407,1236.830109,1668.537684,0.349043552,-0.349043552
Juglans californica,meanthr,2085,hades,rcp45,lulc,16966.11946,14906.64238,1236.830109,1086.694229,-0.121387633,0.121387633
Juglans californica,meanthr,2085,hades,rcp85,lulc,16966.11946,14243.85233,1236.830109,1038.376835,-0.16045314,0.16045314
Juncus balticus,meanthr,2085,cnrm,rcp45,climate_change,57573.53523,24634.53353,4197.110718,1795.857494,-0.572120534,0.572120534
Juncus balticus,meanthr,2085,hades,rcp45,climate_change,57573.53523,34171.48042,4197.110718,2491.100922,-0.406472431,0.406472431
Juncus balticus,meanthr,2085,cnrm,rcp85,climate_change,57573.53523,19846.99628,4197.110718,1446.846029,-0.655275706,0.655275706
Juncus balticus,meanthr,2085,hades,rcp85,climate_change,57573.53523,30716.12148,4197.110718,2239.205256,-0.466488876,0.466488876
Juncus balticus,meanthr,2085,cnrm,rcp45,climate_change + lulc,57573.53523,22607.33805,4197.110718,1648.074944,-0.607331077,0.607331077
Juncus balticus,meanthr,2085,hades,rcp45,climate_change + lulc,57573.53523,31596.84031,4197.110718,2303.409659,-0.45119159,0.45119159
Juncus balticus,meanthr,2085,cnrm,rcp85,climate_change + lulc,57573.53523,17349.85529,4197.110718,1264.80445,-0.698648776,0.698648776
Juncus balticus,meanthr,2085,hades,rcp85,climate_change + lulc,57573.53523,25951.44274,4197.110718,1891.860176,-0.549247017,0.549247017
Juncus balticus,meanthr,2085,hades,rcp45,lulc,57573.53523,52254.17929,4197.110718,3809.32967,-0.09239238,0.09239238
Juncus balticus,meanthr,2085,hades,rcp85,lulc,57573.53523,48340.80409,4197.110718,3524.044618,-0.160364152,0.160364152
Keckiella antirrhinoides,meanthr,2085,cnrm,rcp45,climate_change,59415.82767,31807.5057,4331.413837,2318.767165,-0.464662752,0.464662752
Keckiella antirrhinoides,meanthr,2085,hades,rcp45,climate_change,59415.82767,37744.48698,4331.413837,2751.573101,-0.364740197,0.364740197
Keckiella antirrhinoides,meanthr,2085,cnrm,rcp85,climate_change,59415.82767,9998.169829,4331.413837,728.8665806,-0.831725481,0.831725481
Keckiella antirrhinoides,meanthr,2085,hades,rcp85,climate_change,59415.82767,24307.86365,4331.413837,1772.04326,-0.590885719,0.590885719
Keckiella antirrhinoides,meanthr,2085,cnrm,rcp45,climate_change + lulc,59415.82767,29156.94689,4331.413837,2125.541428,-0.509273067,0.509273067
Keckiella antirrhinoides,meanthr,2085,hades,rcp45,climate_change + lulc,59415.82767,34904.34505,4331.413837,2544.526754,-0.412541297,0.412541297
Keckiella antirrhinoides,meanthr,2085,cnrm,rcp85,climate_change + lulc,59415.82767,7309.013553,4331.413837,532.827088,-0.876985412,0.876985412
Keckiella antirrhinoides,meanthr,2085,hades,rcp85,climate_change + lulc,59415.82767,21035.63748,4331.413837,1533.497972,-0.645959026,0.645959026
Keckiella antirrhinoides,meanthr,2085,hades,rcp45,lulc,59415.82767,52554.52111,4331.413837,3831.224589,-0.115479441,0.115479441
Keckiella antirrhinoides,meanthr,2085,hades,rcp85,lulc,59415.82767,46609.13885,4331.413837,3397.806222,-0.215543388,0.215543388
Lepechinia calycina,meanthr,2085,cnrm,rcp45,climate_change,87635.94374,79378.67062,6388.660299,5786.705088,-0.094222448,0.094222448
Lepechinia calycina,meanthr,2085,hades,rcp45,climate_change,87635.94374,73016.14365,6388.660299,5322.876872,-0.166824244,0.166824244
Lepechinia calycina,meanthr,2085,cnrm,rcp85,climate_change,87635.94374,51397.51029,6388.660299,3746.8785,-0.413511077,0.413511077
Lepechinia calycina,meanthr,2085,hades,rcp85,climate_change,87635.94374,84170.88212,6388.660299,6136.057306,-0.039539274,0.039539274
Lepechinia calycina,meanthr,2085,cnrm,rcp45,climate_change + lulc,87635.94374,75975.05938,6388.660299,5538.581829,-0.133060521,0.133060521
Lepechinia calycina,meanthr,2085,hades,rcp45,climate_change + lulc,87635.94374,70331.07091,6388.660299,5127.135069,-0.197463188,0.197463188
Lepechinia calycina,meanthr,2085,cnrm,rcp85,climate_change + lulc,87635.94374,47454.04775,6388.660299,3459.400081,-0.458509309,0.458509309
Lepechinia calycina,meanthr,2085,hades,rcp85,climate_change + lulc,87635.94374,78170.68873,6388.660299,5698.643209,-0.108006539,0.108006539
Lepechinia calycina,meanthr,2085,hades,rcp45,lulc,87635.94374,83334.79218,6388.660299,6075.10635,-0.049079765,0.049079765
Lepechinia calycina,meanthr,2085,hades,rcp85,lulc,87635.94374,79611.28854,6388.660299,5803.662935,-0.091568081,0.091568081
Lonicera subspicata,meanthr,2085,cnrm,rcp45,climate_change,40323.70501,30048.25812,2939.598095,2190.518017,-0.254823977,0.254823977
Lonicera subspicata,meanthr,2085,hades,rcp45,climate_change,40323.70501,29173.19111,2939.598095,2126.725632,-0.276525034,0.276525034
Lonicera subspicata,meanthr,2085,cnrm,rcp85,climate_change,40323.70501,31854.30304,2939.598095,2322.178692,-0.210035312,0.210035312
Lonicera subspicata,meanthr,2085,hades,rcp85,climate_change,40323.70501,25227.83431,2939.598095,1839.109121,-0.374367154,0.374367154
Lonicera subspicata,meanthr,2085,cnrm,rcp45,climate_change + lulc,40323.70501,27867.76909,2939.598095,2031.560367,-0.308898597,0.308898597
Lonicera subspicata,meanthr,2085,hades,rcp45,climate_change + lulc,40323.70501,27294.97565,2939.598095,1989.803725,-0.323103479,0.323103479
Lonicera subspicata,meanthr,2085,cnrm,rcp85,climate_change + lulc,40323.70501,26863.11543,2939.598095,1958.321115,-0.333813314,0.333813314
Lonicera subspicata,meanthr,2085,hades,rcp85,climate_change + lulc,40323.70501,22119.00739,2939.598095,1612.475639,-0.451463912,0.451463912
Lonicera subspicata,meanthr,2085,hades,rcp45,lulc,40323.70501,37643.21579,2939.598095,2744.190431,-0.066474279,0.066474279
Lonicera subspicata,meanthr,2085,hades,rcp85,lulc,40323.70501,35150.88592,2939.598095,2562.499584,-0.128282336,0.128282336
Lupinus arboreus,meanthr,2085,cnrm,rcp45,climate_change,10726.53325,7247.640336,781.9642737,528.3529805,-0.324325934,0.324325934
Lupinus arboreus,meanthr,2085,hades,rcp45,climate_change,10726.53325,7650.022162,781.9642737,557.6866156,-0.286813178,0.286813178
Lupinus arboreus,meanthr,2085,cnrm,rcp85,climate_change,10726.53325,4158.338658,781.9642737,303.1428882,-0.612331537,0.612331537
Lupinus arboreus,meanthr,2085,hades,rcp85,climate_change,10726.53325,4698.70886,781.9642737,342.5358759,-0.561954571,0.561954571
Lupinus arboreus,meanthr,2085,cnrm,rcp45,climate_change + lulc,10726.53325,6778.875621,781.9642737,494.1800328,-0.368027352,0.368027352
Lupinus arboreus,meanthr,2085,hades,rcp45,climate_change + lulc,10726.53325,7186.131904,781.9642737,523.8690158,-0.330060166,0.330060166
Lupinus arboreus,meanthr,2085,cnrm,rcp85,climate_change + lulc,10726.53325,3513.511373,781.9642737,256.1349791,-0.672446699,0.672446699
Lupinus arboreus,meanthr,2085,hades,rcp85,climate_change + lulc,10726.53325,3967.296016,781.9642737,289.2158796,-0.630141824,0.630141824
Lupinus arboreus,meanthr,2085,hades,rcp45,lulc,10726.53325,10013.34261,781.9642737,729.9726762,-0.066488456,0.066488456
Lupinus arboreus,meanthr,2085,hades,rcp85,lulc,10726.53325,8574.413123,781.9642737,625.0747167,-0.200635198,0.200635198
Lupinus tidestromii,meanthr,2085,cnrm,rcp45,climate_change,32939.61802,21490.46628,2401.298153,1566.654992,-0.347579979,0.347579979
Lupinus tidestromii,meanthr,2085,hades,rcp45,climate_change,32939.61802,35437.3681,2401.298153,2583.384134,0.075828144,-0.075828144
Lupinus tidestromii,meanthr,2085,cnrm,rcp85,climate_change,32939.61802,1907.656564,2401.298153,139.0681635,-0.942086257,0.942086257
Lupinus tidestromii,meanthr,2085,hades,rcp85,climate_change,32939.61802,5726.901992,2401.298153,417.4911552,-0.826139393,0.826139393
Lupinus tidestromii,meanthr,2085,cnrm,rcp45,climate_change + lulc,29595.20712,17722.51984,2157.490599,1291.971697,-0.401169258,0.401169258
Lupinus tidestromii,meanthr,2085,hades,rcp45,climate_change + lulc,29595.20712,29008.28235,2157.490599,2114.703784,-0.019831751,0.019831751
Lupinus tidestromii,meanthr,2085,cnrm,rcp85,climate_change + lulc,29595.20712,1460.154648,2157.490599,106.4452739,-0.950662462,0.950662462
Lupinus tidestromii,meanthr,2085,hades,rcp85,climate_change + lulc,29595.20712,4207.067808,2157.490599,306.6952432,-0.857846313,0.857846313
Lupinus tidestromii,meanthr,2085,hades,rcp45,lulc,32939.61802,30093.36607,2401.298153,2193.806386,-0.086408165,0.086408165
Lupinus tidestromii,meanthr,2085,hades,rcp85,lulc,32939.61802,26580.22032,2401.298153,1937.698062,-0.193062278,0.193062278
Malosma laurina,meanthr,2085,cnrm,rcp45,climate_change,55607.04801,47407.63813,4053.7538,3456.016819,-0.147452709,0.147452709
Malosma laurina,meanthr,2085,hades,rcp45,climate_change,55607.04801,49180.44683,4053.7538,3585.254574,-0.115571702,0.115571702
Malosma laurina,meanthr,2085,cnrm,rcp85,climate_change,55607.04801,43202.43364,4053.7538,3149.457412,-0.223076297,0.223076297
Malosma laurina,meanthr,2085,hades,rcp85,climate_change,55607.04801,51728.88872,4053.7538,3771.035988,-0.069742226,0.069742226
Malosma laurina,meanthr,2085,cnrm,rcp45,climate_change + lulc,55607.04801,39071.19174,4053.7538,2848.289878,-0.297369792,0.297369792
Malosma laurina,meanthr,2085,hades,rcp45,climate_change + lulc,55607.04801,40591.65195,4053.7538,2959.131427,-0.270026851,0.270026851
Malosma laurina,meanthr,2085,cnrm,rcp85,climate_change + lulc,55607.04801,32019.9852,4053.7538,2334.256921,-0.424173979,0.424173979
Malosma laurina,meanthr,2085,hades,rcp85,climate_change + lulc,55607.04801,38640.47629,4053.7538,2816.890721,-0.30511549,0.30511549
Malosma laurina,meanthr,2085,hades,rcp45,lulc,55607.04801,46735.7556,4053.7538,3407.036583,-0.159535396,0.159535396
Malosma laurina,meanthr,2085,hades,rcp85,lulc,55607.04801,42207.94329,4053.7538,3076.959066,-0.240960547,0.240960547
Mimulus cardinalis,meanthr,2085,cnrm,rcp45,climate_change,568212.4917,588940.964,41422.69065,42933.79628,0.036480142,-0.036480142
Mimulus cardinalis,meanthr,2085,hades,rcp45,climate_change,568212.4917,542572.5323,41422.69065,39553.5376,-0.045123893,0.045123893
Mimulus cardinalis,meanthr,2085,cnrm,rcp85,climate_change,568212.4917,644396.9436,41422.69065,46976.53719,0.134077397,-0.134077397
Mimulus cardinalis,meanthr,2085,hades,rcp85,climate_change,568212.4917,621508.735,41422.69065,45307.98678,0.093796325,-0.093796325
Mimulus cardinalis,meanthr,2085,cnrm,rcp45,climate_change + lulc,554721.6631,563461.1044,40439.20924,41076.31451,0.015754642,-0.015754642
Mimulus cardinalis,meanthr,2085,hades,rcp45,climate_change + lulc,554721.6631,520311.2447,40439.20924,37930.68974,-0.062031863,0.062031863
Mimulus cardinalis,meanthr,2085,cnrm,rcp85,climate_change + lulc,554721.6631,601130.2547,40439.20924,43822.39557,0.083661041,-0.083661041
Mimulus cardinalis,meanthr,2085,hades,rcp85,climate_change + lulc,554721.6631,581328.8919,40439.20924,42378.87622,0.047965008,-0.047965008
Mimulus cardinalis,meanthr,2085,hades,rcp45,lulc,568212.4917,558313.9023,41422.69065,40701.08348,-0.017420577,0.017420577
Mimulus cardinalis,meanthr,2085,hades,rcp85,lulc,568212.4917,544208.5892,41422.69065,39672.80615,-0.042244588,0.042244588
Minuartia obtusiloba,meanthr,2085,cnrm,rcp45,climate_change,54671.35315,30439.10318,3985.541645,2219.010622,-0.443234868,0.443234868
Minuartia obtusiloba,meanthr,2085,hades,rcp45,climate_change,54671.35315,37257.72566,3985.541645,2716.0882,-0.318514661,0.318514661
Minuartia obtusiloba,meanthr,2085,cnrm,rcp85,climate_change,54671.35315,27111.96953,3985.541645,1976.462579,-0.504091851,0.504091851
Minuartia obtusiloba,meanthr,2085,hades,rcp85,climate_change,54671.35315,24720.06986,3985.541645,1802.093093,-0.547842363,0.547842363
Minuartia obtusiloba,meanthr,2085,cnrm,rcp45,climate_change + lulc,54658.42439,30432.54984,3984.599138,2218.532883,-0.443223068,0.443223068
Minuartia obtusiloba,meanthr,2085,hades,rcp45,climate_change + lulc,54658.42439,37248.41948,3984.599138,2715.40978,-0.318523724,0.318523724
Minuartia obtusiloba,meanthr,2085,cnrm,rcp85,climate_change + lulc,54658.42439,27105.31755,3984.599138,1975.977649,-0.504096251,0.504096251
Minuartia obtusiloba,meanthr,2085,hades,rcp85,climate_change + lulc,54658.42439,24714.04693,3984.599138,1801.654021,-0.547845603,0.547845603
Minuartia obtusiloba,meanthr,2085,hades,rcp45,lulc,54671.35315,54671.16509,3985.541645,3985.527935,-3.44E-06,3.44E-06
Minuartia obtusiloba,meanthr,2085,hades,rcp85,lulc,54671.35315,54671.16436,3985.541645,3985.527882,-3.45E-06,3.45E-06
Opuntia littoralis,meanthr,2085,cnrm,rcp45,climate_change,36795.597,25950.26731,2682.399021,1891.774487,-0.294745311,0.294745311
Opuntia littoralis,meanthr,2085,hades,rcp45,climate_change,36795.597,35703.73847,2682.399021,2602.802535,-0.029673619,0.029673619
Opuntia littoralis,meanthr,2085,cnrm,rcp85,climate_change,36795.597,3093.287345,2682.399021,225.5006475,-0.91593322,0.91593322
Opuntia littoralis,meanthr,2085,hades,rcp85,climate_change,36795.597,20146.08302,2682.399021,1468.649452,-0.452486584,0.452486584
Opuntia littoralis,meanthr,2085,cnrm,rcp45,climate_change + lulc,36795.597,20867.12821,2682.399021,1521.213647,-0.43289062,0.43289062
Opuntia littoralis,meanthr,2085,hades,rcp45,climate_change + lulc,36795.597,28242.95702,2682.399021,2058.911567,-0.232436505,0.232436505
